1,22,27,31,57,62,64,Ideology,Group,Website
,Nginx,,,,,Nginx,Hate Music & Neo-Nazi,Iron Clad Records,http://www.ironcladrecords.com/
,"Phusion Passenger, Apache",,,,,,Hate Music & Neo-Nazi,Punishment Block Records,http://punishmentblockrecords.limitedrun.com/
,Apache,PHP,,,,,Hate Music & Neo-Nazi,NS88 Video Division,http://www.ns88.com/
GoDaddy Website Builder,,,,,,,Hate Music & Neo-Nazi,Aryan Nation-Sadistic Souls Skinheads/Black & Silver Solution,https://www.sadisticsoulsmc.org/
,Apache,,,,,,Christian Identity,Mission to Israel ,https://www.missiontoisrael.org/
WordPress,,PHP,Cloudflare,,WP Engine,,Neo-Confederate,Faith And Heritage,http://faithandheritage.com/
,Nginx,,,,,Nginx,Holocaust Denial,Campaign for Radical Truth in History,https://www.revisionisthistory.org/
WordPress,Nginx,PHP,,,Automattic,Nginx,Neo-Confederate,Association for Appalachia,https://appalachianrepublic.wordpress.com/
,IIS,,,,,,Christian Identity,Divine International Church of the Web,https://www.revandrewangel.com/site/index.html
,,,,,,,Hate Music & Neo-Nazi,Micetrap Distribution,https://www.facebook.com/micetrap
,OpenGSE,"Python, Java",,,,,Hate Music & Neo-Nazi,Maryland National Socialist Party,http://mdnaziparty.blogspot.com/
,OpenGSE,"Python, Java",,,,,Hate Music & Neo-Nazi,Werewolf 88,http://werwolf88radio.blogspot.com/
WordPress,Apache,PHP,,,,,Neo-Confederate,Dixie Outfitters,http://dixieoutfitters.com/pages/blog/category/news/interesting-email/
,,,,,,,Hate Music & Neo-Nazi,Nuclear War Now Productions,https://www.facebook.com/Nuclear-War-Now-Productions-114864651994141/
WordPress,Apache,PHP,,,,,Hate Music & Neo-Nazi,Label 56,http://www.label56.com/
GoDaddy Website Builder,,,,,,,Neo-Confederate,The Free Magnolia,https://freemagnolia.org/
Drupal,,PHP,Cloudflare,,,,Christian Identity,Christogenea,https://christogenea.org/
,,,Cloudflare,,,,Holocaust Denial,Deir Yassin Remembered,https://www.deiryassin.org/
,,,,,,,Hate Music & Neo-Nazi,United Riot Records,https://www.facebook.com/unitedriotrecords/
,Apache,PHP,,,,,Hate Music & Neo-Nazi,Nuclear War Now Productions,http://www.nwnprod.com/forum/viewforum.php?f=2
,Apache,,,,,,Holocaust Denial,Focal Point Publications,http://www.fpp.co.uk/
WordPress,Nginx,PHP,,,,Nginx,Hate Music & Neo-Nazi,Third Reich Books,https://third-reich-books.com/
,"Phusion Passenger, Apache",,,,,,Hate Music & Neo-Nazi,Stomp Out Child Abuse Compilation,http://punishmentblockrecords.limitedrun.com/
,IIS,,,,,,Rad Catholics,OMNI Christian Book Club,http://www.omnicbc.com/
,LiteSpeed,,,,,,Hate Music & Neo-Nazi,New Order,https://www.theneworder.org/
,Apache,PHP,,,,,Hate Music & Neo-Nazi,ISD Records,http://www.isdrecords.com/
,Apache,,,,,,Hate Music & Neo-Nazi,White Aryan Resistance,http://www.resist.com/
WordPress,Nginx,PHP,,,Automattic,Nginx,Hate Music & Neo-Nazi,Keystone United/Keystone State Skinheads,https://keystone2001united.wordpress.com/
WordPress,Apache,PHP,,,,,KKK,Loyal White Knights of the Ku Klux Klan,https://lwkkkk.com/wp/
,Apache,,,,,,Christian Identity,Yahweh's Truth,http://www.jameswickstrom.com/cgi-sys/suspendedpage.cgi
,,,,,,,Hate Music & Neo-Nazi,Parasitic Records,https://www.facebook.com/Parasitic666Records/
,Apache,,,,,,Rad Catholics,"Fatima Crusader, The/International Fatima Rosary Crusade",http://www.fatimacrusader.com/
,,,,,,,Hate Music & Neo-Nazi,Wolf Hook Life Clothing,https://www.facebook.com/wolfhookpride
,,,,,,,Hate Music & Neo-Nazi,American Defense Records,https://www.facebook.com/disarmnever/
,,,,,,,Hate Music & Neo-Nazi,Hostile Class Productions,https://www.facebook.com/hostile.class
WordPress,Apache,PHP,,,,,Hate Music & Neo-Nazi,The Creativity Movement,https://creativitymovement.net/
,,,,,,,Hate Music & Neo-Nazi,Gallows Tree Wotanvolk Alliance,https://www.facebook.com/gallowstreewotansvolk/
,,,,,,,Neo-Confederate,The Right Voice,http://www.therightvoice.net/
,IIS,CFML,Cloudflare,,,,Hate Music & Neo-Nazi,Crew38 & Hammerskin Nation forum,https://www.hugedomains.com/domain_profile.cfm?d=crew38&e=com
,Apache,PHP,,,,,Rad Catholics,IHM Media,http://ihmmedia.net/
,OpenGSE,"Python, Java",,,,,Hate Music & Neo-Nazi,OSI Temple,http://osi-temple.blogspot.com/
,,,,,,,Hate Music & Neo-Nazi,Parasitic Records,http://parasiticrecords.bigcartel.com/
,,,,,,,Hate Music & Neo-Nazi,Stalhelm Records,https://www.facebook.com/northerndestroyer
,Apache,,,,,,Rad Catholics,IHS Press,http://www.ihspress.com/index1.htm
,Phusion Passenger,Ruby,Cloudflare,,,,Hate Music & Neo-Nazi,Behold Barbarity,https://www.storenvy.com/?utm_campaign=store404redirect&utm_medium=redirect&utm_source=system
,IIS,CFML,Cloudflare,,,,Hate Music & Neo-Nazi,Stalhelm Records,https://www.hugedomains.com/domain_profile.cfm?d=stahlhelmrecords&e=com
,,,,,,,Hate Music & Neo-Nazi,Death Oracle Productions,https://www.facebook.com/Death-Oracle-Productions-759295887436602/
,Apache,,,,,,White Nationalist,Patriotic Flags,https://www.patriotic-flags.com/
,Phusion Passenger,,Cloudflare,,,,Hate Music & Neo-Nazi,Behold Barbarity,http://beholdbarbarity.storenvy.com/
,OpenGSE,"Python, Java",,,,,Hate Music & Neo-Nazi,Parasitic Records,http://parasiticrecords.blogspot.com/
WordPress,,PHP,Cloudflare,,,,KKK,Traditionalist American Knights of the Ku Klux Klan,http://traditionalistamericanknights.com/
,,,,,,,Hate Music & Neo-Nazi,Label 56,https://www.facebook.com/Label-56-LLC-577266465630487/
,LiteSpeed,,,,,,Hate Music & Neo-Nazi,nan,http://www.whitakeronline.org/
Drupal,,PHP,Cloudflare,,,,Christian Identity,Non-Universal Teaching Ministries,https://emahiser.christogenea.org/
,OpenGSE,"Python, Java",,,,,Neo-Confederate,Free North Carolina,https://freenorthcarolina.blogspot.com/
,Apache,,,,,,Christian Identity,Our Place Fellowship,http://www.sonplace.com/Our_Place/
WordPress,Nginx,PHP,,,,Nginx,Holocaust Denial,Germar Rudolf,http://germarrudolf.com/
WordPress,Apache,PHP,,,,,Hate Music & Neo-Nazi,nan,http://whitenationalists.com/
WordPress,Nginx,PHP,,,Automattic,Nginx,Hate Music & Neo-Nazi,Attack the System,https://attackthesystem.com/
Squarespace,,,,,,,Holocaust Denial,Gilad Atzmon,https://gilad.online/
,Apache,,,,,,White Nationalist,Center for Perpetual Diversity,http://www.perpetualdiversity.com/
,,,,,,,Hate Music & Neo-Nazi,United Riot Records,http://www.angelfire.com/indie/unitedriotrecords/frameset.html
,,PHP,Cloudflare,,,,Holocaust Denial,Inconvenient Truth,http://www.inconvenienthistory.com/
WordPress,,PHP,Cloudflare,,,,White Nationalist,Occidental Dissent,http://www.occidentaldissent.com/
WordPress,Apache,PHP,,,,,Neo-Confederate,Southern Agrarian,http://www.southernagrarian.com/
,,PHP,Cloudflare,,,,Hate Music & Neo-Nazi,Tightrope Records,https://tightroperecords.com/catalog/
,,,,,,,Hate Music & Neo-Nazi,MSR Productions,https://www.facebook.com/msr19882/
,Apache,,,,,,Holocaust Denial,Reporter's notebook,http://www.reportersnotebook.com/
WordPress,Apache,PHP,,,,,Hate Music & Neo-Nazi,The Creativity Alliance,https://creativityalliance.com/
Joomla,,PHP,"jsDelivr, Cloudflare",,,,Rad Catholics,"Remnant, The/The Remnant Press",https://remnantnewspaper.com/web/index.php
WordPress,Apache,PHP,,,,,KKK,Knights of the KKK,http://kkk.bz/
,,,,,,,White Nationalist,Foundation for the Marketplace of Ideas,http://www.freedomfront.org/
WordPress,,PHP,Cloudflare,,SiteGround,,White Nationalist,Identity Evropa,https://www.identityevropa.com/
WordPress,Apache,PHP,,,,,Christian Identity,Christian Identity Church,http://christianidentitychurch.net/
WordPress,"Nginx, OpenResty","PHP, Lua",,,,Nginx,Hate Music & Neo-Nazi,National Alliance,https://natall.com/
,IIS,PHP,,,,,White Nationalist,Rense Radio,https://rense.com//
,Nginx,,,,,Nginx,Hate Music & Neo-Nazi,National Socialist Movement,https://www.nsm88.org/
WordPress,LiteSpeed,PHP,,,,,White Nationalist,Heritage and Destiny,http://www.efp.org.uk/
,,,,,,,Hate Music & Neo-Nazi,Death Oracle Productions,https://deathoracle.bigcartel.com/
,,,,,,,Hate Music & Neo-Nazi,United Riot Records,https://unitedriotrecords.bigcartel.com/
WordPress,,PHP,Cloudflare,,,,Neo-Confederate,The Right Stuff Radio,https://therightstuff.biz/
,Nginx,,,,,Nginx,Hate Music & Neo-Nazi,American Front,http://ww38.americanfront.org/
WordPress,Apache,PHP,,,,,KKK,Soldiers Of the Cross Training Institute,http://sotctraininginstitute.com/
,Nginx,,,,,Nginx,Holocaust Denial,The End of Zion ,https://theendofzion.com/
WordPress,,PHP,Cloudflare,,,,White Nationalist,The Political Cesspool,https://www.thepoliticalcesspool.org/
,OpenGSE,"Python, Java",,,,,Hate Music & Neo-Nazi,United Riot Records,http://unitedriotrecords.blogspot.com/
Wix,Nginx,,,,,Nginx,Christian Identity,America's Promise Ministries,https://www.americaspromiseministries.org/
,OpenGSE,"Python, Java",,,,,Rad Catholics,Robert Sungenis,https://www.robertsungenis.org/
Squarespace,,,,,,,White Nationalist,H.L. Mencken Club,http://hlmenckenclub.org/
WordPress,Nginx,PHP,,,Automattic,Nginx,Hate Music & Neo-Nazi,"Golden Dawn - Astoria, NY",https://xaameriki.wordpress.com/
,"Nginx, OpenResty",Lua,,,,Nginx,Hate Music & Neo-Nazi,United Riot Records,https://www.tumblr.com/search_no_results
,,,Cloudflare,,,,Holocaust Denial,Righteous Jews,https://www.righteousjews.org/
,Apache,PHP,,,,,Hate Music & Neo-Nazi,Hate Crime Streetwear/Records,http://www.hcstreetwear.net/shop/
,"Nginx, OpenResty",Lua,,,,Nginx,Rad Catholics,Catholic Counterpoint,http://www.catholiccounterpoint.com/
WordPress,Nginx,PHP,,,Automattic,Nginx,KKK,White Knights of Justice,https://whiteknightsofjustice.wordpress.com/
,Apache,,,,,,Hate Music & Neo-Nazi,nan,https://www.combat18.com/
,,,,,,,Hate Music & Neo-Nazi,Darkness Attacks Records,https://officialblackwitchery.bigcartel.com/
,Nginx,,,,,Nginx,Hate Music & Neo-Nazi,Hells Headbangers,https://hellsheadbangers.bandcamp.com/
Weebly,Apache,PHP,,,,,Hate Music & Neo-Nazi,Florida United ,http://floridaunited.weebly.com/
WordPress,Nginx,PHP,,,,Nginx,White Nationalist,NPI,https://nationalpolicy.institute/
WordPress,,PHP,Cloudflare,,,,White Nationalist,The Right Stuff,https://therightstuff.biz/
WordPress,Nginx,PHP,,,WP Engine,Nginx,Neo-Confederate,Dixie Republic,https://dixierepublic.com/
,OpenGSE,Java,,,,,KKK,United Dixie White Knights,https://accounts.google.com/ServiceLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/errors/SiteDisabled?disabledSite%3Ddefaultdomain/uniteddixiewhiteknights&followup=https://sites.google.com/site/sites/system/errors/SiteDisabled?disabledSite%3Ddefaultdomain/uniteddixiewhiteknights
WordPress,,PHP,Cloudflare,,WP Engine,,White Nationalist,American Renaissance,https://www.amren.com/
,,,Cloudflare,,,,KKK,East Coast Knights,https://www.eastcoastknightsofthetrueinvisibleempire.com/
Drupal,Apache,PHP,,,,,Christian Identity,Kinsman Redeemer Ministries,http://kinsmanredeemer.com/
WordPress,Nginx,PHP,Sucuri,,,Nginx,White Nationalist,White Rabbit Radio,https://whiterabbitradio.net/
WordPress,Apache,PHP,,,,,KKK,White Pride Radio,https://altrighttv.com/
,OpenGSE,"Python, Java",,,,,Hate Music & Neo-Nazi,Parasitic Records,http://midnightbloodentertainment.blogspot.com/
,Apache,PHP,,,,,Hate Music & Neo-Nazi,The Creativity Movement,http://creativitymovement.net/forum/
WordPress,Apache,PHP,,,,,Hate Music & Neo-Nazi,Soleil Moon Records,https://www.soleilmoon.com/
WordPress,Nginx,PHP,,,,Nginx,Holocaust Denial,Truth Will Out Films,https://twofilms.tv/
,Apache,,,,,,Christian Identity,Covenant People's Ministry,http://www.covenantpeoplesministry.org/
GoDaddy Website Builder,,,,,,,Hate Music & Neo-Nazi,Heathens Motorcycle Club,https://heathensmf.com/
,Apache,,,,,,Christian Identity,National Prayer Network,https://truthtellers.org/
Drupal,Nginx,PHP,,,,Nginx,Holocaust Denial,Institute for Historical Review,http://ihr.org/
,OpenGSE,"Python, Java",,,,,Hate Music & Neo-Nazi,nan,http://whitereference.blogspot.hu/
WordPress,,PHP,Cloudflare,,,,White Nationalist,CCC,http://conservative-headlines.com/
GoDaddy Website Builder,,,,,,,KKK,United Klans of America,http://www.theuka.us/
,Nginx,,,,,Nginx,Hate Music & Neo-Nazi,Aryan Nations - Louisiana ,http://www.aryan-nations.org/
WordPress,Apache,PHP,,,,,White Nationalist,Forza Nuova,http://www.usa.forzanuova.info/
,Nginx,,,,,Nginx,Hate Music & Neo-Nazi,nan,http://www.aryanblood.net/
WordPress,,PHP,,,,,Hate Music & Neo-Nazi,nan,http://bootsandbraces.ning.com
,Nginx,,,,,Nginx,Hate Music & Neo-Nazi,Parasitic Records,https://bandcamp.com/tag/parasitic-records
,IIS,CFML,Cloudflare,,,,Hate Music & Neo-Nazi,Supreme White Alliance,https://www.hugedomains.com/domain_profile.cfm?d=swa43&e=com
WordPress,Nginx,PHP,,,Automattic,Nginx,Neo-Confederate,Shotgun Barrel Straight ,https://shotgunwildatheart.wordpress.com/
,Apache,PHP,,,,,Hate Music & Neo-Nazi,MSR Productions,https://msrproductions.com/
,,PHP,Cloudflare,,,,White Nationalist,Stormfront,https://www.stormfront.org/forum/
,Nginx,,,,,Nginx,Christian Identity,Scriptures for America Worldwide Ministries - international outreach ministry of the LaPorte Church of Christ,http://www.scripturesforamerica.org/
,IIS,CFML,Cloudflare,,,,Hate Music & Neo-Nazi,Supreme White Alliance,https://www.hugedomains.com/domain_profile.cfm?d=swa43&e=com
Drupal,Apache,PHP,,,,,Christian Identity,Fellowship of God's Covenant People,http://fgcp.org/
,Nginx,,,,,Nginx,Hate Music & Neo-Nazi,Nuclear War Now Productions,https://nuclearwarnowproductions.bandcamp.com/
WordPress,Nginx,PHP,,,Automattic,Nginx,Neo-Confederate,Western Rifle Shooters,https://westernrifleshooters.wordpress.com/
,Tengine,PHP,,,,,KKK,Texas Rebel Knights,https://www.texasrebelknightskkk.com/
WordPress,LiteSpeed,PHP,,,,,White Nationalist,BUGS,http://www.whitakeronline.org/blog/
WordPress,Nginx,PHP,,,,Nginx,White Nationalist,Washington Summit Publishers,https://washsummit.com/
,Apache,,,,,,Hate Music & Neo-Nazi,Vanguard Productions,http://vanguard-productions.com/home/
,Apache,,,,,,Christian Identity,Yahushua DSCI Ministry,http://www.yahushuadsciministry.us/
,OpenGSE,Java,,,,,Hate Music & Neo-Nazi,Werewolf 88,https://accounts.google.com/ServiceLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/site/sites/system/errors/SiteDisabled?disabledSite%3Ddefaultdomain/werwolfeightyeight&followup=https://sites.google.com/site/sites/system/errors/SiteDisabled?disabledSite%3Ddefaultdomain/werwolfeightyeight
Google Sites,OpenGSE,Java,,,,,KKK,Christian American White Knights,https://sites.google.com/site/americanchristianwhiteknights/
Squarespace,,,,,,,Rad Catholics,Culture Wars/Fidelity Press,https://culturewars.com/
WordPress,Nginx,PHP,Sucuri,,,Nginx,Hate Music & Neo-Nazi,nan,https://whiterabbitradio.net/
WordPress,Apache,PHP,,,,,Hate Music & Neo-Nazi,nan,https://reviewskart.co.uk/
Wix,,,,,,,Hate Music & Neo-Nazi,Vinland Clothing,https://www.vinlandclothing.com/
WordPress,Apache,PHP,,,,,White Nationalist,Traditionalist Youth Network,https://www.tradyouth.org/
WordPress,Nginx,PHP,,,,Nginx,Christian Identity,Euro Folk Radio,http://eurofolkradio.com/
WordPress,Apache,PHP,,,,,Holocaust Denial,Andrew Carrington Hitchcock,https://andrewcarringtonhitchcock.com/
,,,Cloudflare,,,,KKK,Great Lakes Knights,https://greatlakesknights.my-free.website/
WordPress,Nginx,PHP,,,,Nginx,White Nationalist,Radix,https://radixjournal.com/
WordPress,Apache,PHP,,,,,Hate Music & Neo-Nazi,Nuclear War Now Productions,http://www.nwnprod.com/
WordPress,Apache,PHP,,,,,Christian Identity,The Watchman files,http://thewatermanfiles.com/
WordPress,Nginx,PHP,Sucuri,,,Nginx,White Nationalist,Occidental Observer,https://www.theoccidentalobserver.net/
,,PHP,Cloudflare,,,,KKK,Rebel Brigade Knights of the Ku Klux Klan,http://rebelbrigadeknightstrueinvisibleempire.yolasite.com
WordPress,,PHP,Cloudflare,,,,Hate Music & Neo-Nazi,American Nazi Party,https://www.americannaziparty.com/
Drupal,Apache,PHP,,,,,Rad Catholics,Christ or Chaos,http://christorchaos.com/
,,,Cloudflare,,,,KKK,Great Lake Knights,https://greatlakesknights.my-free.website/
,,,Cloudflare,,,,KKK,Ku Klos Knights of the Ku Klux Klan,https://kuklosknights.com/
,"Nginx, Microsoft HTTPAPI",,,,,Nginx,KKK,United White Knights of the Ku Kiux Klan,http://www.texaskkk.com/
,Apache,,,,,,White Nationalist,Social Contract Press,http://www.thesocialcontract.com/
,OpenGSE,"Python, Java",,,,,Hate Music & Neo-Nazi,Desastrious Records,http://desastrious.blogspot.com/
,,PHP,Cloudflare,,,,Hate Music & Neo-Nazi,nan,http://www.thephora.net/forum/
,Apache,,,,,,Rad Catholics,Tradition in Action,https://www.traditioninaction.org/
WordPress,Apache,PHP,,,,,Holocaust Denial,The Realist Report,http://therealistreport.com/
WordPress,,PHP,Cloudflare,,WP Engine,,White Nationalist,Faith and Heritage,https://faithandheritage.com/
WordPress,,PHP,Cloudflare,,,,White Nationalist,Occidental Quarterly,https://www.toqonline.com/
,,,,,,,White Nationalist,American Vanguard,https://american-vanguard.org/
,,,,,,,Hate Music & Neo-Nazi,NSM88 Records,http://nsm88records.com/theshop/
,,,,,,,KKK,Georgia Knight Riders,https://www.georgiaknightriderskkk.com/
,,,,,,,Christian Identity,The Christian Identity Forum,http://www.thechristianidentityforum.net/
,Apache,,,,,,Christian Identity,Christ Assembly,http://christsassembly.com/
,,,,,,,Holocaust Denial,A light on Campus,http://www.alightoncampus.com
,,,,,,,White Nationalist,American Eagle Party,http://americaneagleparty.com/
,,,,,,,White Nationalist,Traditionalist Worker Party,http://www.tradworker.org/
,Apache,,,,,,Christian Identity,National Prayer Network,https://truthtellers.org/
WordPress,Apache,PHP,,,,,Christian Identity,The Watchman files,http://thewatermanfiles.com/
,Apache,,,,,,Holocaust Denial,Focal Point Publications,http://www.fpp.co.uk/
WordPress,,PHP,Cloudflare,,WP Engine,,White Nationalist,Faith and Heritage,https://faithandheritage.com/
,,,Cloudflare,,,,Holocaust Denial,Deir Yassin Remembered,https://www.deiryassin.org/
WordPress,,PHP,Cloudflare,,,,White Nationalist,CCC,http://conservative-headlines.com/
,Apache,,,,,,Holocaust Denial,Reporter's notebook,http://www.reportersnotebook.com/
,Apache,,,,,,White Nationalist,Scott-Townsend Publishers,http://www.scott-townsend.com/
,Nginx,,,,,Nginx,Holocaust Denial,Campaign for Radical Truth in History,https://www.revisionisthistory.org/
,Apache,,,,,,White Nationalist,Center for Perpetual Diversity,http://www.perpetualdiversity.com/
,Apache,,,,,,White Nationalist,Social Contract Press,http://www.thesocialcontract.com/
WordPress,Apache,PHP,,,,,White Nationalist,Forza Nuova,http://www.usa.forzanuova.info/
,,,Cloudflare,,,,Holocaust Denial,Righteous Jews,https://www.righteousjews.org/
,Nginx,,,,,Nginx,Holocaust Denial,The End of Zion ,https://theendofzion.com/
,,PHP,Cloudflare,,,,Holocaust Denial,Inconvenient Truth,http://www.inconvenienthistory.com/
WordPress,,PHP,Cloudflare,,WP Engine,,White Nationalist,American Renaissance,https://www.amren.com/
Squarespace,,,,,,,White Nationalist,H.L. Mencken Club,http://hlmenckenclub.org/
,,Python,"jsDelivr, Cloudflare",,,,Holocaust Denial,Committee for Open Debate on the Holocaust,https://codoh.com/
WordPress,Nginx,PHP,,,,Nginx,Holocaust Denial,Germar Rudolf,http://germarrudolf.com/
WordPress,LiteSpeed,PHP,,,,,White Nationalist,Heritage and Destiny,http://www.efp.org.uk/
,Apache,,,,,,Holocaust Denial,Irving Books,https://irvingbooks.com/xcart/home.php
,OpenGSE,Java,,,,,White Nationalist,Alternative Right,http://alternative-right.blogspot.com/
,Apache,,,,,,White Nationalist,Patriotic Flags,https://www.patriotic-flags.com/
,,,,,,,White Nationalist,Foundation for the Marketplace of Ideas,http://www.freedomfront.org/
WordPress,LiteSpeed,PHP,,,,,White Nationalist,BUGS,http://www.whitakeronline.org/blog/
,IIS,PHP,,,,,White Nationalist,Rense Radio,https://rense.com//
WordPress,Apache,PHP,,,,,Holocaust Denial,Barnes Review/Foundation for Economic Liberty,https://barnesreview.org/
WordPress,,PHP,Cloudflare,,,,White Nationalist,Occidental Dissent,http://www.occidentaldissent.com/
WordPress,Apache,PHP,,,,,Holocaust Denial,Andrew Carrington Hitchcock,https://andrewcarringtonhitchcock.com/
Squarespace,,,,,,,Holocaust Denial,Gilad Atzmon,https://gilad.online/
WordPress,,PHP,Cloudflare,,,,White Nationalist,The Right Stuff,https://therightstuff.biz/
WordPress,,PHP,Cloudflare,,,,White Nationalist,Occidental Quarterly,https://www.toqonline.com/
,Nginx,Ruby,,,,Nginx,White Nationalist,VDARE,https://vdare.com/
WordPress,Apache,PHP,,,,,Holocaust Denial,The Realist Report,http://therealistreport.com/
Drupal,Nginx,PHP,,,,Nginx,Holocaust Denial,Institute for Historical Review,http://ihr.org/
WordPress,,PHP,Cloudflare,,SiteGround,,White Nationalist,Identity Evropa,https://www.identityevropa.com/
,,PHP,Cloudflare,,,,White Nationalist,Stormfront,https://www.stormfront.org/forum/
WordPress,Apache,PHP,,,,,Christian Identity,Anglo-Saxon Israel,https://anglo-saxonisrael.com/
WordPress,Nginx,PHP,Sucuri,,,Nginx,White Nationalist,Occidental Observer,https://www.theoccidentalobserver.net/
WordPress,,PHP,Cloudflare,,,,White Nationalist,Counter-Currents,https://www.counter-currents.com/
WordPress,Nginx,PHP,,,,Nginx,White Nationalist,NPI,https://nationalpolicy.institute/
WordPress,Apache,PHP,,,,,White Nationalist,Traditionalist Youth Network,https://www.tradyouth.org/
WordPress,,PHP,Cloudflare,,,,White Nationalist,The Political Cesspool,https://www.thepoliticalcesspool.org/
WordPress,Nginx,PHP,Sucuri,,,Nginx,White Nationalist,White Rabbit Radio,https://whiterabbitradio.net/
WordPress,Apache,PHP,,,,,White Nationalist,Northwest Front,http://northwestfront.org/
WordPress,Nginx,PHP,,,,Nginx,Holocaust Denial,Truth Will Out Films,https://twofilms.tv/
WordPress,Nginx,PHP,,,,Nginx,White Nationalist,Washington Summit Publishers,https://washsummit.com/
WordPress,Apache,PHP,,,,,White Nationalist,American Freedom Union,http://www.americanfreedomunion.com/
WordPress,Apache,PHP,,,,,Christian Identity,David James Boston,https://davidjamesboston.com/
WordPress,Nginx,PHP,,,,Nginx,White Nationalist,Radix,https://radixjournal.com/
,,,,,,,White Nationalist,American Vanguard,https://american-vanguard.org/
,Apache,,,,,,White Nationalist,Center for Perpetual Diversity,http://www.perpetualdiversity.com/
,,,,,,,White Nationalist,Traditionalist Worker Party,http://www.tradworker.org/
,Apache,,,,,,White Nationalist,Scott-Townsend Publishers,http://www.scott-townsend.com/
WordPress,LiteSpeed,PHP,,,,,White Nationalist,Heritage and Destiny,http://www.efp.org.uk/
WordPress,,PHP,Cloudflare,,,,White Nationalist,CCC,http://conservative-headlines.com/
WordPress,Apache,PHP,,,,,White Nationalist,Forza Nuova,http://www.usa.forzanuova.info/
WordPress,,PHP,Cloudflare,,WP Engine,,White Nationalist,Faith and Heritage,https://faithandheritage.com/
,Apache,,,,,,White Nationalist,Patriotic Flags,https://www.patriotic-flags.com/
,Apache,,,,,,White Nationalist,Social Contract Press,http://www.thesocialcontract.com/
WordPress,LiteSpeed,PHP,,,,,White Nationalist,BUGS,http://www.whitakeronline.org/blog/
,Nginx,Ruby,,,,Nginx,White Nationalist,VDARE,https://vdare.com/
,IIS,PHP,,,,,White Nationalist,Rense Radio,https://rense.com//
Squarespace,,,,,,,White Nationalist,H.L. Mencken Club,http://hlmenckenclub.org/
,,,,,,,White Nationalist,Foundation for the Marketplace of Ideas,http://www.freedomfront.org/
WordPress,,PHP,Cloudflare,,,,White Nationalist,Occidental Quarterly,https://www.toqonline.com/
WordPress,,PHP,Cloudflare,,,,White Nationalist,The Right Stuff,https://therightstuff.biz/
,,PHP,Cloudflare,,,,White Nationalist,Stormfront,https://www.stormfront.org/forum/
WordPress,Apache,PHP,,,,,White Nationalist,Traditionalist Youth Network,https://www.tradyouth.org/
WordPress,,PHP,Cloudflare,,,,White Nationalist,Occidental Dissent,http://www.occidentaldissent.com/
WordPress,,PHP,Cloudflare,,SiteGround,,White Nationalist,Identity Evropa,https://www.identityevropa.com/
WordPress,,PHP,Cloudflare,,,,White Nationalist,The Political Cesspool,https://www.thepoliticalcesspool.org/
WordPress,Nginx,PHP,,,,Nginx,White Nationalist,NPI,https://nationalpolicy.institute/
WordPress,Nginx,PHP,,,,Nginx,White Nationalist,Radix,https://radixjournal.com/
WordPress,Nginx,PHP,Sucuri,,,Nginx,White Nationalist,Occidental Observer,https://www.theoccidentalobserver.net/
WordPress,Nginx,PHP,,,,Nginx,White Nationalist,Washington Summit Publishers,https://washsummit.com/
WordPress,Nginx,PHP,Sucuri,,,Nginx,White Nationalist,White Rabbit Radio,https://whiterabbitradio.net/
WordPress,Apache,PHP,,,,,White Nationalist,Northwest Front,http://northwestfront.org/
WordPress,,PHP,Cloudflare,,,,White Nationalist,Counter-Currents,https://www.counter-currents.com/
